fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color
5.2,0.141,0.32,1.67,0.031122,12.7,52.6,0.990333,3.3,0.85,11.9,6,rose
8.2,0.641,0.1,1.85,0.073966,25.1,57.8,0.996334,3.28,0.74,11.0,5,rose
7.5,0.159,0.28,15.31,0.052679,27.5,132.3,0.998347,2.9,0.44,8.8,5,rose
6.9,0.441,0.22,15.21,0.041039,56.8,204.7,0.998538,3.08,0.53,9.4,6,rose
6.1,0.279,0.49,6.62,0.049526,59.1,218.3,0.99526,3.2,0.45,9.2,7,rose
13.3,0.383,0.55,3.09,0.080617,5.0,9.5,1.000684,2.99,0.53,9.4,6,rose
6.7,0.32,0.33,7.79,0.045356,66.0,205.1,0.994924,3.21,0.49,9.7,7,rose
7.7,0.497,0.25,1.83,0.088901,12.5,31.4,0.998436,3.44,0.66,9.0,6,rose
7.0,0.26,0.35,4.25,0.030709,36.3,135.0,0.992699,3.2,0.38,10.5,7,rose
6.7,0.291,0.33,2.17,0.030549,12.5,76.7,0.991063,3.3,0.66,12.5,6,rose
7.0,0.25,0.39,18.24,0.04497,52.0,182.6,0.999872,3.33,0.42,9.7,6,rose
9.4,0.385,0.49,3.02,0.083917,37.9,142.4,0.998165,3.23,0.54,9.4,4,rose
9.3,0.553,0.2,2.49,0.078734,10.2,27.5,0.995542,3.16,0.52,10.0,6,rose
7.7,0.338,0.36,12.13,0.064856,31.2,126.7,0.997622,3.16,0.41,9.5,6,rose
6.6,0.363,0.28,1.69,0.018205,25.3,77.4,0.98918,3.4,0.61,12.4,5,rose
9.0,0.468,0.32,2.7,0.084467,21.3,126.3,0.998582,3.33,0.6,9.4,6,rose
8.9,0.241,0.37,5.2,0.04472,49.8,155.0,0.994845,2.92,0.36,10.0,7,rose
6.3,0.321,0.49,6.42,0.047627,60.4,190.7,0.994363,3.19,0.44,9.5,5,rose
7.8,0.356,0.36,1.43,0.036662,11.7,123.0,0.993155,3.25,0.48,11.0,6,rose
6.0,0.257,0.29,12.26,0.039297,52.6,168.5,0.996976,3.27,0.43,9.3,4,rose
5.7,0.326,0.19,1.86,0.022229,18.9,122.1,0.989448,3.36,0.78,13.8,5,rose
7.9,0.522,0.36,2.46,0.077279,10.5,18.2,0.992485,3.19,0.72,13.2,8,rose
6.9,0.211,0.27,10.85,0.040266,30.1,112.1,0.993598,3.05,0.53,11.6,7,rose
6.8,0.13,0.26,8.24,0.049351,42.2,104.8,0.994169,3.19,0.37,9.7,6,rose
5.3,0.244,0.44,4.41,0.024796,20.6,122.2,0.992084,3.55,0.49,11.1,5,rose
5.9,0.405,0.12,2.24,0.054699,13.7,34.8,0.993766,3.61,0.68,12.4,6,rose
7.0,0.307,0.33,1.55,0.038934,27.2,128.9,0.994036,3.2,0.63,10.3,5,rose
6.7,0.233,0.38,2.82,0.04184,47.9,116.9,0.990325,3.27,0.43,12.0,8,rose
5.9,0.22,0.24,8.15,0.043216,17.0,110.2,0.994914,3.43,0.61,10.3,5,rose
6.7,0.272,0.48,7.91,0.048263,60.4,216.1,0.995638,3.17,0.43,9.4,7,rose
6.6,0.255,0.32,7.09,0.057985,36.2,100.1,0.992361,3.19,0.4,11.2,8,rose
4.4,0.463,0.09,2.43,0.023922,30.7,116.4,0.988081,3.49,0.34,13.0,6,rose
6.1,0.302,0.33,2.36,0.044957,30.1,126.2,0.989278,3.34,0.43,12.6,8,rose
8.4,0.195,0.26,8.98,0.034469,70.9,145.9,0.994301,3.05,0.36,11.5,7,rose
7.3,0.164,0.33,14.62,0.052364,33.2,104.3,0.997706,3.22,0.37,9.3,6,rose
7.9,0.437,0.51,12.4,0.031943,38.4,163.2,0.995718,3.17,0.36,11.3,6,rose
10.1,0.258,0.48,2.98,0.075593,10.1,27.4,0.997831,3.15,0.63,10.5,6,rose
8.6,0.195,0.42,1.65,0.038866,33.5,124.8,0.99294,3.13,0.52,11.4,6,rose
6.8,0.26,0.13,1.74,0.041882,85.4,168.0,0.992148,3.18,0.42,9.9,5,rose
6.9,0.811,0.0,1.16,0.262168,14.7,33.8,0.994317,3.33,0.52,9.9,6,rose
5.9,0.169,0.35,1.49,0.048443,94.6,173.7,0.990292,3.35,0.88,11.7,6,rose
6.9,0.51,0.0,1.98,0.079258,4.4,36.5,0.996055,3.33,0.56,9.4,7,rose
6.4,0.401,0.22,1.84,0.069183,7.4,15.4,0.995567,3.33,0.56,9.2,6,rose
7.1,0.321,0.29,4.41,0.027492,36.9,150.7,0.991567,3.37,0.52,12.4,6,rose
5.7,0.253,0.25,12.83,0.052411,44.2,146.9,0.997199,3.29,0.37,9.4,6,rose
7.5,0.35,0.23,1.97,0.016331,31.0,73.7,0.989236,2.94,0.36,12.4,5,rose
6.5,0.167,0.48,18.43,0.055789,54.6,182.3,1.000526,2.95,0.61,8.6,6,rose
5.9,0.254,0.27,0.6,0.037916,34.1,136.3,0.990809,3.47,0.42,11.1,5,rose
6.5,0.314,0.32,2.3,0.028195,13.4,62.7,0.990998,3.32,0.63,12.4,6,rose
7.6,0.31,0.51,12.97,0.066866,49.1,197.4,0.999288,3.24,0.53,9.1,6,rose
7.2,0.399,0.32,1.91,0.066671,35.1,55.0,0.997322,3.47,0.78,9.8,6,rose
5.8,0.293,0.28,19.35,0.04527,34.4,171.2,0.998802,3.14,0.51,8.9,8,rose
5.9,0.236,0.18,6.34,0.043066,29.7,119.8,0.994192,3.25,0.49,10.0,7,rose
6.8,0.249,0.22,12.38,0.057644,35.8,148.7,0.996433,3.09,0.68,9.4,5,rose
8.8,0.604,0.2,3.33,0.094369,34.7,64.0,0.997498,3.21,0.51,10.0,6,rose
6.4,0.535,0.1,3.65,0.125576,13.2,27.7,0.99657,3.5,0.67,10.9,6,rose
6.1,0.269,0.44,6.75,0.041742,60.9,231.6,0.994938,3.12,0.41,9.0,5,rose
5.7,0.123,0.29,4.34,0.031166,21.0,110.1,0.994828,3.35,0.44,9.2,6,rose
6.0,0.308,0.67,8.69,0.037851,24.6,162.2,0.996166,3.65,0.54,11.0,6,rose
6.2,0.145,0.34,1.86,0.034851,73.8,182.1,0.991217,3.21,0.42,11.1,6,rose
6.6,0.399,0.33,9.44,0.048274,27.1,144.7,0.996835,3.22,0.5,9.2,6,rose
7.6,0.339,0.36,1.89,0.030476,25.6,165.4,0.993827,3.4,0.49,10.5,5,rose
6.9,0.174,0.38,5.94,0.040194,20.9,105.2,0.994687,3.08,0.43,10.3,6,rose
9.0,0.353,0.33,1.56,0.044924,9.9,203.9,0.995151,3.19,0.48,9.5,6,rose
6.4,0.181,0.39,1.13,0.030374,58.0,151.9,0.991725,3.45,0.53,11.3,3,rose
5.9,0.226,0.29,3.85,0.035425,67.4,147.1,0.992149,3.15,0.73,10.8,6,rose
7.2,0.462,0.37,2.88,0.045413,34.2,132.5,0.989796,3.07,0.44,13.6,4,rose
7.9,0.604,0.32,2.64,0.09285,17.0,45.2,0.997355,3.29,0.57,10.8,7,rose
7.4,0.226,0.27,0.82,0.046073,42.7,140.4,0.993369,3.42,0.52,10.4,7,rose
7.5,0.202,0.3,1.17,0.047779,36.3,117.1,0.99091,3.14,0.45,11.1,7,rose
8.2,0.215,0.35,0.6,0.040984,19.4,118.8,0.992919,2.99,0.47,10.2,6,rose
6.3,0.294,0.61,13.41,0.05291,31.8,123.0,0.997504,3.07,0.52,9.2,6,rose
6.2,0.213,0.29,13.16,0.047922,58.0,137.6,0.997817,3.28,0.47,9.0,5,rose
7.3,0.561,0.2,9.62,0.072066,23.0,174.0,0.996775,3.02,0.53,9.2,5,rose
6.8,0.178,0.41,13.77,0.040128,83.2,161.3,0.998554,3.16,0.51,9.4,7,rose
6.8,0.178,0.38,1.05,0.025937,37.0,89.6,0.991787,3.28,0.44,10.8,6,rose
9.4,0.26,0.42,1.98,0.089526,5.5,18.5,0.997788,3.26,0.73,9.7,6,rose
5.7,0.338,0.3,3.97,0.035108,56.8,137.2,0.989991,3.11,0.34,12.0,4,rose
6.1,0.2,0.37,17.01,0.032435,36.6,129.8,0.999718,3.23,0.42,8.8,5,rose
6.8,0.265,0.21,7.7,0.044692,52.9,196.8,0.995577,3.27,0.4,10.3,6,rose
6.9,0.306,0.26,3.21,0.043896,27.5,119.7,0.994014,3.18,0.49,9.3,7,rose
6.9,0.351,0.32,7.09,0.036702,30.2,135.3,0.992157,3.1,0.57,12.2,6,rose
6.9,0.312,0.62,7.23,0.038286,44.9,127.2,0.991361,3.22,0.44,13.4,6,rose
7.2,0.589,0.02,3.05,0.074731,8.6,19.8,0.995768,3.33,0.53,10.0,6,rose
6.1,0.255,0.19,3.95,0.048665,46.8,174.4,0.992493,3.14,0.45,10.3,6,rose
6.8,0.149,0.33,1.77,0.05124,40.0,119.7,0.991233,3.07,0.73,11.1,6,rose
8.5,0.494,0.29,2.33,0.057046,18.0,33.4,0.99528,3.17,0.84,10.9,6,rose
6.2,0.303,0.22,16.26,0.049309,36.8,177.0,0.999323,3.25,0.53,9.2,4,rose
7.1,0.15,0.24,8.82,0.121115,32.2,156.9,0.995192,3.19,0.4,10.5,6,rose
6.3,0.391,0.17,1.9,0.068304,12.0,23.3,0.995648,3.41,0.74,10.2,6,rose
5.9,0.303,0.33,7.04,0.035554,54.3,202.6,0.995369,3.27,0.4,9.7,6,rose
5.4,0.47,0.14,2.68,0.0251,29.5,126.1,0.989964,3.41,0.77,13.3,6,rose
5.8,0.264,0.26,2.88,0.049888,31.0,154.8,0.991402,3.52,0.43,12.4,6,rose
6.2,0.305,0.31,1.94,0.038016,33.0,124.3,0.989962,3.06,0.45,11.7,7,rose
7.7,0.978,0.2,1.18,0.04394,16.5,64.8,0.99517,3.35,0.44,10.8,5,rose
5.7,0.118,0.28,2.07,0.039606,37.6,77.8,0.991082,3.31,0.41,10.8,6,rose
7.7,0.682,0.49,2.06,0.112483,17.4,113.2,0.996882,3.22,0.72,9.2,6,rose
7.1,0.321,0.22,1.03,0.042495,42.9,170.8,0.992835,3.13,0.47,9.9,6,rose
6.7,0.399,0.35,9.18,0.049218,26.6,148.4,0.996567,3.25,0.53,9.1,6,rose
6.8,0.585,0.07,2.27,0.065677,37.2,50.6,0.995761,3.4,0.67,9.7,7,rose
7.5,0.329,0.47,1.33,0.033739,44.9,108.3,0.990827,3.08,0.47,12.6,6,rose
7.0,0.259,0.35,4.96,0.040644,42.7,161.6,0.993616,3.2,0.6,10.7,5,rose
8.8,0.359,0.46,1.85,0.040217,5.5,119.7,0.995385,3.2,0.47,9.9,5,rose
6.7,0.654,0.0,2.47,0.079068,8.9,11.3,0.994749,3.35,0.63,10.4,6,rose
8.7,0.505,0.35,2.36,0.087894,25.8,125.4,0.997958,3.27,0.62,9.5,6,rose
7.4,0.342,0.29,3.77,0.029268,46.7,97.0,0.989841,3.2,0.5,13.0,5,rose
6.5,0.363,0.5,7.93,0.050382,49.9,204.9,0.99511,3.19,0.5,9.6,7,rose
7.3,0.22,0.39,14.52,0.072474,51.3,193.3,0.998346,2.9,0.39,9.1,6,rose
9.3,0.29,0.35,10.74,0.044246,48.0,227.9,0.997417,3.03,0.4,10.6,6,rose
9.0,0.785,0.21,2.22,0.077691,13.2,48.0,0.997541,3.18,0.51,9.4,6,rose
7.7,0.276,0.26,1.8,0.042927,30.8,153.8,0.992923,3.26,0.55,10.5,5,rose
7.2,0.192,0.37,15.95,0.04369,69.4,182.0,0.999009,3.24,0.75,9.7,7,rose
5.6,0.239,0.26,9.86,0.036357,9.8,66.6,0.994506,3.31,0.32,10.4,7,rose
7.9,0.537,0.2,1.76,0.103616,11.2,47.6,0.996347,3.19,0.93,9.6,8,rose
6.6,0.299,0.24,8.19,0.035959,22.3,130.0,0.993471,3.06,0.37,10.9,6,rose
7.0,0.159,0.37,1.71,0.048521,22.5,176.8,0.992593,3.27,0.62,10.8,6,rose
5.9,0.248,0.67,1.49,0.080404,18.5,141.3,0.99279,3.22,0.44,9.5,5,rose
7.4,0.743,0.01,1.84,0.084738,5.8,13.4,0.996661,3.3,0.5,9.8,6,rose
7.6,0.163,0.46,11.53,0.045353,64.2,153.3,0.997114,3.15,0.45,10.1,5,rose
7.0,0.219,0.39,15.0,0.059811,52.6,188.2,0.998047,2.97,0.47,9.0,6,rose
6.4,0.255,0.34,4.46,0.037197,42.9,152.5,0.992133,3.16,0.38,11.0,5,rose
9.4,0.487,0.36,1.67,0.081515,5.3,12.8,0.99697,3.29,0.79,10.8,5,rose
9.0,0.814,0.15,2.79,0.087685,9.0,19.1,0.998219,3.39,0.64,9.8,6,rose
6.5,0.212,0.45,10.93,0.044687,53.3,157.3,0.997235,3.53,0.76,10.4,7,rose
6.3,0.247,0.49,7.07,0.054727,40.1,142.0,0.995126,3.26,0.52,10.1,5,rose
9.2,0.339,0.55,16.86,0.058743,46.6,240.1,1.001904,3.1,0.6,8.9,6,rose
5.7,0.179,0.2,7.11,0.048049,37.4,108.0,0.994455,3.24,0.4,9.4,5,rose
7.0,0.26,0.32,6.68,0.046671,46.7,191.2,0.993889,3.24,0.4,11.4,5,rose
7.4,0.237,0.31,13.48,0.049575,27.9,183.9,0.998641,3.05,0.52,9.1,8,rose
7.2,0.384,0.35,12.26,0.038835,28.0,73.7,0.994254,3.17,0.28,11.5,6,rose
7.3,0.226,0.44,7.96,0.046189,25.5,152.1,0.99614,3.18,0.57,9.1,6,rose
7.0,0.272,0.18,1.5,0.055766,14.6,136.5,0.993688,3.11,0.43,9.4,7,rose
6.4,0.232,0.39,1.79,0.039736,40.1,98.5,0.98982,3.19,0.44,12.0,7,rose
6.0,0.174,0.42,15.15,0.032576,28.8,117.4,0.996343,2.87,0.45,9.6,7,rose
9.8,0.313,0.47,2.75,0.083358,12.1,26.3,0.999636,3.37,0.78,10.3,6,rose
7.0,0.214,0.5,7.03,0.065098,50.1,165.7,0.995659,3.57,0.49,10.3,6,rose
7.5,0.417,0.15,10.97,0.044363,18.1,97.8,0.995635,3.23,0.35,10.7,6,rose
6.1,0.142,0.3,0.6,0.035655,75.0,189.1,0.99092,3.22,0.41,11.0,6,rose
7.1,0.703,0.02,2.35,0.072304,20.3,46.6,0.996237,3.29,0.44,9.5,6,rose
7.6,0.108,0.73,2.3,0.04071,25.2,105.5,0.99159,3.09,0.4,10.8,6,rose
7.6,0.591,0.08,5.06,0.085419,6.3,29.7,0.997876,3.39,0.51,8.9,6,rose
8.0,0.203,0.26,8.78,0.04675,37.8,126.7,0.99732,3.24,0.53,10.3,5,rose
7.3,0.218,0.35,1.26,0.032157,46.2,113.3,0.992303,3.31,0.48,10.8,6,rose
7.3,0.184,0.37,1.92,0.058763,19.4,67.6,0.993432,3.51,0.89,10.7,6,rose
12.6,0.337,0.48,3.52,0.07895,26.2,65.4,0.999144,3.13,0.73,10.4,5,rose
6.0,0.312,0.27,5.35,0.052441,16.0,119.9,0.994666,3.16,0.39,9.4,5,rose
8.0,0.289,0.57,11.41,0.033391,44.0,143.1,0.997818,3.02,0.42,9.0,6,rose
6.1,0.226,0.22,8.12,0.059853,47.9,149.5,0.99546,3.22,0.52,9.2,6,rose
6.8,0.622,0.11,3.75,0.101405,15.2,117.6,0.997234,3.29,0.63,9.7,5,rose
5.0,0.39,0.26,2.02,0.061035,14.3,49.0,0.991661,3.73,0.74,14.0,5,rose
7.0,0.249,0.35,9.19,0.035108,43.9,142.4,0.995032,3.2,0.38,11.4,5,rose
10.0,0.63,0.24,1.57,0.070984,6.4,42.0,0.997632,3.11,0.59,9.5,6,rose
8.1,0.214,0.38,11.83,0.055392,53.0,168.9,1.000732,3.33,0.81,8.8,5,rose
7.3,0.22,0.35,13.89,0.057989,56.6,196.5,0.998204,3.09,0.47,9.1,6,rose
5.6,0.102,0.27,1.95,0.043642,21.6,106.0,0.992662,3.26,0.47,9.5,5,rose
7.2,0.412,0.3,2.05,0.07887,35.2,71.9,0.997136,3.44,0.52,9.4,6,rose
8.1,0.253,0.3,5.16,0.047672,35.8,142.3,0.994138,3.12,0.48,9.9,5,rose
6.4,0.438,0.48,7.41,0.054975,21.0,185.4,0.995488,3.12,0.37,9.1,6,rose
6.5,0.23,0.32,0.91,0.038263,22.2,125.0,0.990288,3.25,0.37,11.9,5,rose
6.2,0.374,0.31,0.66,0.049685,29.8,214.8,0.992355,3.28,0.73,9.8,5,rose
7.1,0.315,0.35,14.97,0.04315,44.8,150.1,0.995439,3.39,0.51,12.5,6,rose
5.9,0.217,0.33,2.08,0.035913,36.3,109.6,0.989225,3.25,0.57,12.3,5,rose
5.9,0.25,0.25,2.21,0.041604,7.8,103.9,0.992437,3.07,0.52,9.1,7,rose
6.5,0.277,0.22,2.86,0.025785,50.8,126.8,0.990756,3.23,0.36,11.2,5,rose
6.2,0.162,0.27,2.41,0.028806,23.1,100.2,0.990535,3.18,0.37,11.2,5,rose
6.3,0.171,0.49,0.6,0.036372,16.6,44.5,0.993319,3.28,0.71,9.4,5,rose
6.5,0.28,0.34,9.43,0.032879,31.5,134.7,0.995377,3.13,0.43,10.0,7,rose
5.9,0.379,0.27,3.84,0.038433,37.7,105.2,0.988878,3.17,0.48,13.7,7,rose
6.2,0.219,0.29,1.97,0.041096,36.8,104.5,0.990047,3.16,0.37,11.7,6,rose
5.2,0.36,0.01,1.95,0.030487,23.4,95.1,0.989614,3.43,0.33,12.2,6,rose
7.4,0.38,0.42,2.44,0.08392,18.4,75.2,0.997077,3.32,0.69,9.6,6,rose
9.9,0.405,0.42,1.34,0.067038,5.2,8.7,0.9949,3.2,0.45,11.4,5,rose
7.4,0.278,0.34,1.62,0.056508,30.3,153.3,0.991557,3.16,0.46,10.8,5,rose
6.9,0.318,0.27,5.33,0.027207,44.1,142.9,0.992164,3.28,0.42,11.2,6,rose
7.3,0.263,0.29,10.78,0.038096,59.7,224.0,0.997304,3.13,0.5,9.1,6,rose
6.8,0.314,0.32,8.14,0.030104,31.9,108.6,0.991498,3.02,0.33,12.3,5,rose
7.3,0.341,0.34,0.6,0.053883,7.6,157.3,0.992497,3.24,0.39,10.8,7,rose
8.8,0.522,0.38,1.79,0.09348,4.9,17.1,0.996798,3.21,0.52,9.4,6,rose
7.9,0.199,0.37,2.18,0.055873,20.0,146.6,0.991743,3.05,0.53,11.0,5,rose
7.4,0.329,0.39,6.14,0.037045,32.0,126.2,0.992212,3.02,0.31,11.8,6,rose
6.6,0.555,0.2,15.82,0.054703,40.4,181.2,0.998527,3.36,0.54,10.4,7,rose
8.0,0.512,0.02,1.34,0.074621,2.4,11.3,0.995006,3.14,0.47,10.0,7,rose
8.2,0.337,0.39,3.02,0.074978,29.6,52.0,0.995095,3.31,0.88,12.3,6,rose
9.5,0.373,0.52,2.16,0.078777,5.6,27.7,0.99818,3.18,0.5,9.8,5,rose
8.3,0.209,0.5,1.17,0.036578,33.6,165.2,0.993793,3.05,0.37,10.1,6,rose
7.1,0.321,0.2,1.44,0.041911,41.7,169.1,0.99271,3.16,0.47,9.9,6,rose
6.8,0.322,0.26,2.21,0.040724,59.5,145.1,0.989823,2.99,0.48,12.3,6,rose
7.3,0.321,0.25,15.59,0.045959,65.0,212.0,0.999764,3.08,0.66,9.4,5,rose
6.6,0.365,0.24,2.49,0.062291,22.2,111.9,0.994096,3.3,0.53,9.5,5,rose
6.5,0.445,0.3,0.83,0.057438,6.0,111.9,0.993963,3.25,0.51,9.1,5,rose
6.4,0.266,0.08,11.42,0.047389,36.2,125.9,0.995671,2.94,0.63,9.5,7,rose
9.1,0.317,0.41,1.95,0.06752,12.3,25.4,0.995423,3.29,0.84,11.6,6,rose
8.7,0.208,0.42,1.41,0.04421,33.2,125.4,0.992191,3.11,0.49,11.4,7,rose
6.4,0.409,0.22,4.71,0.058619,47.4,141.5,0.994657,3.15,0.63,9.4,7,rose
6.1,0.265,0.48,6.6,0.045592,62.7,215.9,0.995,3.19,0.47,9.3,5,rose
7.1,0.267,0.31,2.11,0.032775,13.8,126.4,0.9919,3.19,0.5,11.4,6,rose
6.6,0.181,0.31,11.21,0.036195,40.7,145.0,0.995532,3.09,0.48,9.8,5,rose
6.6,0.245,0.21,18.13,0.053157,21.0,139.9,0.99898,3.05,0.47,9.2,6,rose
6.9,0.259,0.33,15.13,0.055387,43.8,168.1,0.997008,3.22,0.52,10.3,7,rose
5.8,0.286,0.3,4.19,0.025089,36.2,109.5,0.989193,3.26,0.58,12.6,5,rose
7.3,0.237,0.44,1.74,0.035916,52.6,161.4,0.991325,3.29,0.37,12.1,4,rose
5.0,0.271,0.3,4.37,0.030521,57.2,171.9,0.989481,3.46,0.29,12.8,6,rose
5.6,0.184,0.19,6.95,0.044908,34.7,104.8,0.994161,3.26,0.4,9.5,7,rose
6.2,0.4,0.35,4.68,0.02669,28.1,104.0,0.991301,3.31,0.37,12.7,6,rose
8.5,0.75,0.1,2.28,0.09631,18.9,61.9,0.996575,3.19,0.83,9.4,7,rose
6.4,0.293,0.18,14.74,0.045837,21.7,117.9,0.997128,3.12,0.51,9.2,7,rose
6.0,0.343,0.21,4.75,0.036409,18.7,126.7,0.993767,3.03,0.55,9.3,6,rose
7.6,0.185,0.3,12.51,0.055597,46.4,208.1,0.99791,3.15,0.48,8.9,6,rose
4.9,0.331,0.14,1.76,0.042574,68.5,174.6,0.992141,3.46,0.46,10.5,8,rose
6.7,0.401,0.01,2.96,0.045315,39.6,139.9,0.994223,3.22,0.35,9.6,6,rose
5.5,0.279,0.29,7.92,0.050761,25.1,96.6,0.994444,3.2,0.36,10.3,7,rose
5.3,0.388,0.07,1.37,0.03764,27.6,97.4,0.991876,3.51,0.39,10.6,6,rose
8.7,0.283,0.53,2.13,0.112128,10.1,37.6,0.997073,3.27,0.58,9.4,5,rose
7.1,0.37,0.24,6.16,0.01273,12.9,83.3,0.98933,2.83,0.6,13.1,6,rose
6.5,0.363,0.35,5.96,0.185137,53.9,153.1,0.995223,3.16,0.42,9.3,5,rose
7.5,0.257,0.34,4.67,0.046094,17.8,56.8,0.990708,3.05,0.47,12.3,4,rose
5.5,0.608,0.02,1.15,0.085751,16.1,62.4,0.994261,3.56,0.53,9.7,6,rose
7.6,0.272,0.69,8.17,0.034713,53.1,162.6,0.996639,2.91,0.4,8.9,6,rose
6.6,0.204,0.42,8.77,0.04774,47.8,160.3,0.995615,3.12,0.57,9.8,5,rose
6.9,0.227,0.39,14.69,0.053018,58.5,181.7,0.999366,3.38,0.85,9.5,3,rose
7.5,0.15,0.28,0.76,0.031138,23.8,88.0,0.992573,3.54,0.39,10.6,6,rose
6.4,0.179,0.34,9.42,0.042263,36.6,199.3,0.994804,3.17,0.44,10.2,5,rose
6.8,0.177,0.37,7.9,0.024232,21.9,79.8,0.993531,3.12,0.65,10.8,6,rose
5.7,0.17,0.22,4.64,0.026337,27.5,108.4,0.993813,3.26,0.37,9.5,6,rose
8.1,0.264,0.34,10.28,0.046631,29.9,116.8,0.997321,3.18,0.47,10.1,6,rose
6.6,0.227,0.35,5.14,0.031684,28.7,97.3,0.992131,3.22,0.47,11.8,6,rose
9.3,0.392,0.4,3.21,0.070465,10.5,22.5,0.998339,3.33,0.76,10.1,7,rose
6.0,0.373,0.01,1.37,0.038852,7.9,54.6,0.991406,3.4,0.4,11.1,6,rose
7.6,0.343,0.37,1.35,0.02943,28.5,168.2,0.994881,3.41,0.47,10.2,5,rose
5.9,0.319,0.24,2.3,0.071022,21.4,58.3,0.996096,3.41,0.95,10.6,5,rose
6.3,0.163,0.22,15.2,0.055057,9.9,116.9,0.997703,3.18,0.52,9.6,6,rose
8.7,0.628,0.24,2.45,0.082912,7.4,31.6,0.998642,3.28,0.62,10.0,5,rose
5.6,0.418,0.31,6.0,0.044597,23.0,96.4,0.991368,3.54,0.59,12.4,5,rose
7.1,0.217,0.48,1.54,0.041408,8.6,21.1,0.993457,3.4,0.56,12.4,5,rose
6.4,0.19,0.21,1.96,0.046777,42.0,159.6,0.992293,3.19,0.5,10.1,6,rose
5.1,0.152,0.33,1.15,0.027875,14.3,59.2,0.989686,3.31,0.84,11.9,5,rose
8.1,0.276,0.5,5.56,0.044642,16.5,104.9,0.994155,3.12,0.34,10.2,5,rose
7.6,0.193,0.26,4.89,0.029593,25.3,81.2,0.990365,2.97,0.49,12.2,7,rose
6.0,0.336,0.29,1.71,0.030179,37.3,149.2,0.988868,3.4,0.41,12.8,3,rose
7.6,0.324,0.4,13.92,0.041974,43.6,196.8,0.998561,3.17,0.61,9.1,6,rose
5.6,0.389,0.24,4.99,0.030999,49.8,104.0,0.989949,3.25,0.58,13.2,6,rose
6.7,0.268,0.1,1.22,0.041141,90.4,168.2,0.992016,3.16,0.39,10.1,5,rose
7.0,0.508,0.24,1.36,0.066213,2.6,20.3,0.996299,3.23,0.61,9.2,5,rose
6.3,0.289,0.38,7.53,0.048445,36.0,196.5,0.995827,3.13,0.38,9.0,6,rose
5.5,0.417,0.21,1.4,0.05003,30.9,109.7,0.991363,3.29,0.53,11.3,6,rose
8.0,0.346,0.27,1.5,0.044235,22.3,99.4,0.993669,3.2,0.53,10.6,4,rose
6.9,0.288,0.37,1.54,0.037563,32.7,121.7,0.990081,3.25,0.48,12.3,6,rose
7.1,0.158,0.71,0.73,0.135313,60.1,151.7,0.993658,3.07,0.29,9.2,6,rose
6.9,0.581,0.0,2.76,0.077602,21.2,41.8,0.995399,3.41,0.5,10.9,5,rose
6.9,0.285,0.25,1.09,0.072772,23.1,147.0,0.993119,3.09,0.52,10.0,5,rose
6.0,0.377,0.16,3.76,0.055494,26.3,114.4,0.993203,3.05,0.32,9.2,6,rose
8.3,0.31,0.39,1.59,0.074763,17.4,48.1,0.994759,3.31,0.79,12.5,8,rose
7.3,0.317,0.36,1.23,0.048364,7.2,157.6,0.992222,3.23,0.42,10.8,5,rose
7.4,0.174,0.3,10.23,0.045509,44.7,171.6,0.996802,3.12,0.56,9.6,5,rose
6.8,0.429,0.22,1.26,0.078038,16.0,38.9,0.994701,3.38,0.61,10.5,6,rose
7.3,0.201,0.38,13.0,0.055009,71.1,167.5,1.00006,3.42,0.35,9.2,7,rose
9.3,0.439,0.39,2.36,0.063333,12.2,30.3,0.998807,3.25,0.66,10.2,6,rose
7.8,0.268,0.23,2.56,0.039565,28.1,169.9,0.993105,3.29,0.57,10.5,5,rose
6.6,0.28,0.43,3.5,0.191741,74.9,187.1,0.994445,3.02,0.36,9.0,7,rose
6.1,0.324,0.36,3.03,0.038188,62.1,162.1,0.99172,3.29,0.47,10.9,6,rose
7.6,0.21,0.68,10.67,0.045586,38.8,130.3,0.997989,2.99,0.36,8.8,7,rose
7.4,0.275,0.39,19.13,0.056993,44.2,170.3,0.999905,2.98,0.48,9.2,5,rose
6.8,0.401,0.41,3.41,0.075,22.0,59.4,0.995525,3.41,1.16,10.7,5,rose
7.5,0.324,0.5,1.61,0.029327,42.8,105.5,0.990959,3.06,0.46,12.6,5,rose
7.8,0.237,0.28,1.49,0.050454,18.5,83.3,0.993733,3.08,0.45,9.2,7,rose
4.9,0.214,0.36,0.83,0.031609,48.4,164.6,0.987936,3.32,0.31,13.1,5,rose
7.1,0.501,0.0,0.84,0.03623,43.9,109.6,0.993362,3.19,0.32,9.3,5,rose
6.4,0.323,0.25,6.04,0.057474,23.4,138.7,0.995288,3.32,0.49,10.0,5,rose
8.6,0.143,0.29,2.4,0.042738,28.4,130.8,0.994303,3.21,0.41,9.9,6,rose
7.1,0.611,0.07,2.59,0.076506,15.4,86.6,0.99779,3.49,0.53,9.8,6,rose
6.4,0.23,0.28,1.27,0.03305,28.9,87.6,0.989089,3.24,0.33,12.2,5,rose
6.4,0.275,0.43,6.8,0.040705,61.5,221.4,0.995355,3.11,0.44,9.5,5,rose
8.2,0.201,0.51,1.94,0.073131,43.7,86.5,0.995142,3.36,0.75,11.9,8,rose
